interaction_name
DAB2_ITGB1
DAB2_HMGB2
ITPR1_HMGB2
RACK1_AIMP1
RACK1_ITGB1
PTK2B_VEGFA
PTK2B_ITGB1
CD47_ITGB1
CD151_ITGB1
CD46_ITGB1
CXCR4_ANXA1
CXCR4_CCL5
CXCR4_CXCL13
CXCR4_ITGA4
CXCR4_PTPRC
S1PR4_CCL5
S1PR4_CXCL13
CCR7_ANXA1
CCR7_CCL5
CCR7_CXCL13
CXCR3_ANXA1
CXCR3_CCL5
CXCR3_CXCL13
P2RY10_XCL2
GPR132_XCL2
GPR65_XCL2
ITGB7_VCAM1
ITGB7_ITGA4
RPSA_CALM1
RPSA_RPS19
RPSA_VCAM1
RPSA_ITGA4
IGF2R_GZMB
IGF2R_ITGB1
IGF2R_VCAM1
ITGB2_ICAM3
ITGB2_VCAM1
CD74_MIF
TNFRSF14_MIF
AGTRAP_HMGB1
LY96_HMGB1
SEC63_MANF
PTPRC_SEMA4D
PTPRC_CD2
PTPRC_HLA.DRA
ITGAE_ITGB7
CD99_CD99
CD99_RTN4
CD27_CD70
CD22_PTPRC
ALCAM_CD6
ALOX5_ALOX5AP
CD44_SPP1
CD44_ARF1
CD44_GSTP1
CD44_ANXA1
CD44_RTN4
CD44_ITGA4
CD44_PTPRC
CD44_CALR
CD44_HMGB2
ITGA4_ITGB1
ITGA4_SPP1
ITGA4_ARF1
ITGA4_GSTP1
ITGA4_RPS19
ITGA4_VCAM1
ITGA4_HMGB1
ITGA4_MIF
ITGA4_ANXA1
FCGR2B_LGALS3
ITGB1_LGALS3
ITGB1_LTB
ITGB1_HSP90B1
ITGB1_SPP1
ITGB1_VCAM1
TNFRSF1B_CALM1
TNFRSF1B_GRN
TNFRSF1B_HSP90B1
CD40_LTB
CD40_CALR
TRAF2_LTB
TRAF2_CALM1
TRAF2_GSTP1
S1PR4_CXCL16
S1PR4_CCL5
S1PR4_CXCL13
CXCR4_ANXA1
CXCR4_HEBP1
CXCR4_CXCL16
CXCR4_CCL5
CXCR4_CXCL13
CXCR4_ITGA4
CXCR4_PTPRC
CCR7_ANXA1
CCR7_HEBP1
CCR7_CXCL16
CCR7_CCL5
CCR7_CXCL13
CXCR3_ANXA1
CXCR3_HEBP1
CXCR3_CXCL16
CXCR3_CCL5
CXCR3_CXCL13
P2RY10_NMB
P2RY10_XCL2
GPR132_NMB
GPR132_XCL2
GPR65_NMB
GPR65_XCL2
CD44_ANXA1
CD44_SPP1
CD44_ARF1
CD44_GSTP1
CD44_HBEGF
CD44_ICAM2
CD44_ITGA4
CD44_PTPRC
CD44_FN1
CD44_PLAU
CD44_RTN4
ITGA4_ANXA1
ITGA4_SPP1
ITGA4_ARF1
ITGA4_GSTP1
ITGA4_FN1
ITGA4_VCAM1
ITGA4_HMGB1
ITGA4_COPA
ITGA4_RPS19
ITGA4_YARS
IGF2R_FN1
IGF2R_VCAM1
IGF2R_CLSTN1
IGF2R_GZMB
IGF2R_PLAU
ITGB7_ITGA4
ITGB7_FN1
ITGB7_VCAM1
RPSA_ITGA4
RPSA_FN1
RPSA_VCAM1
RPSA_RPS19
RPSA_YARS
RPSA_CALM1
CD47_CLSTN1
M6PR_CLSTN1
AGTRAP_HMGB1
LY96_HMGB1
FCGR2B_LGALS3
ITGB1_LGALS3
ITGB1_VEGFB
ITGB1_PSEN1
ITGB1_ADAM15
ITGB1_ADAM9
ITGB1_SPP1
ITGB1_FN1
ITGB1_VCAM1
ITGB1_HSP90B1
ITGB1_LTB
TNFRSF1B_CALM1
TNFRSF1B_GRN
TNFRSF1B_HSP90B1
CD40_LTB
TRAF2_GSTP1
TRAF2_CALM1
TRAF2_LTB
TRAF2_CLEC11A
TRAF2_TNFSF10
IL2RG_ICAM1
ITGB2_ICAM2
ITGB2_VCAM1
ITGB2_ICAM1
ITGB2_ICAM3
ITGB2_CD226
ITGB2_F11R
SEC63_MANF
SEC63_NENF
RACK1_AIMP1
PTPRC_HLA.DRA
PTPRC_SEMA4D
ITGAE_ITGB7
CD99_CD99
CD99_RTN4
CD27_CD70
CD22_PTPRC
ALCAM_CD6
ANXA6_GMFB
ANXA6_NAMPT
RACK1_ITGB1
RACK1_AIMP1
CD151_DUSP18
CD151_ITGB1
CD46_ITGB1
PTK2B_ITGB1
M6PR_CLSTN1
M6PR_WNT5A
DAB2_ITGB1
DAB2_WNT5A
CD47_ITGB1
CD47_CLSTN1
IGF2R_PLAU
IGF2R_ITGB1
IGF2R_CLSTN1
IGF2R_WNT5A
P2RY10_NMB
GPR132_NMB
GPR65_NMB
S1PR4_CXCL16
CXCR4_ANXA1
CXCR4_CXCL16
CXCR4_C3
CXCR4_HEBP1
CXCR4_ITGA4
CXCR4_PTPRC
CCR7_CCL22
CCR7_ANXA1
CCR7_CXCL16
CCR7_C3
CCR7_HEBP1
CXCR3_ANXA1
CXCR3_CXCL16
CXCR3_C3
CXCR3_HEBP1
AGTRAP_HMGB1
LY96_HMGB1
TNFRSF13B_TNFSF13B
TNFRSF13C_TNFSF13B
CD74_MIF
TNFRSF14_A2M
TNFRSF14_MIF
ITGB1_LTB
ITGB1_TNFSF13B
ITGB1_ADAM17
ITGB1_HSP90B1
ITGB1_DUSP18
ITGB1_LGALS3
ITGB1_VEGFB
ITGB1_ADAM9
ITGB1_PSEN1
TNFRSF1B_CALM1
TNFRSF1B_GRN
TNFRSF1B_ADAM17
TNFRSF1B_HSP90B1
CD40_LTB
CD40_CALR
TRAF2_LTB
TRAF2_TNFSF13B
TRAF2_CALM1
TRAF2_TNFSF10
TRAF2_TNFSF12
TRAF2_GSTP1
SEC63_MANF
SEC63_NENF
PTPRC_HLA.DRA
PTPRC_SEMA4D
ITGB2_ICAM2
ITGB2_ICAM3
ITGB2_CD226
ITGB2_F11R
ITGB2_C3
ITGAE_ITGB7
IL2RG_IL15
FCGR2B_LGALS3
CD99_CD99
CD99_RTN4
ANXA6_GMFB
ANXA6_NAMPT
ALCAM_CD6
ALOX5_ALOX5AP
ITGB7_ITGA4
RPSA_CALM1
RPSA_DUSP18
RPSA_ITGA4
RPSA_RPS19
CD22_PTPRC
CD44_ICAM2
CD44_ANXA1
CD44_RTN4
CD44_ITGA4
CD44_PTPRC
CD44_ARF1
CD44_GSTP1
CD44_CALR
CD44_PLAU
ITGA4_ANXA1
ITGA4_ARF1
ITGA4_GSTP1
ITGA4_MIF
ITGA4_HMGB1
ITGA4_COPA
ITGA4_RPS19
ITGA4_ITGB1
CD46_ITGB1
CD46_JAG1
RACK1_ITGB1
PTK2B_ITGB1
IGF2R_ITGB1
DAB2_ITGB1
CD151_ITGB1
CD47_ITGB1
S1PR4_CCL5
CXCR4_APP
CXCR4_ANXA1
CXCR4_CCL5
CCR7_APP
CCR7_ANXA1
CCR7_CCL5
CXCR3_APP
CXCR3_ANXA1
CXCR3_CCL5
CD99_JAG2
CD99_RTN4
CD99_CD99
CD99_EFNB2
DLG1_JAG2
SEC63_JAG2
AGTRAP_HMGB1
LY96_HMGB1
CD74_MIF
ALOX5_APP
TNFRSF14_APP
TNFRSF14_A2M
TNFRSF14_MIF
TRAF2_GSTP1
CD44_RTN4
CD44_ANXA1
CD44_SPP1
CD44_ARF1
CD44_GSTP1
ITGA4_ANXA1
ITGA4_SPP1
ITGA4_ARF1
ITGA4_GSTP1
ITGA4_HMGB1
ITGA4_RPS19
ITGA4_MIF
ITGA4_ITGB1
RPSA_RPS19
TNFRSF1B_ADAM17
TNFRSF1B_GRN
ITGB1_COL18A1
ITGB1_HSPG2
ITGB1_ANGPT2
ITGB1_COL4A1
ITGB1_ADAM17
ITGB1_SPP1
SELL_CD34
SELL_COL18A1
S1PR4_CCL5
CXCR4_CXCL14
CXCR4_APP
CXCR4_C3
CXCR4_CCL5
CCR7_APP
CCR7_C3
CCR7_CCL5
CXCR3_APP
CXCR3_C3
CXCR3_CCL5
ALOX5_APP
ALOX5_ALOX5AP
CD74_MIF
TNFRSF14_MIF
TNFRSF14_APP
P2RY10_EDN1
GPR132_EDN1
GPR65_EDN1
ITGB2_VCAM1
ITGB2_C3
IGF2R_VCAM1
ITGB7_VCAM1
AGTRAP_HMGB1
LY96_HMGB1
DAB2_HMGB2
ITPR1_HMGB2
TNFRSF1B_CALM1
TNFRSF1B_GRN
TNFRSF1B_HSP90B1
RPSA_VCAM1
RPSA_RPS19
RPSA_CALM1
TRAF2_GSTP1
TRAF2_CALM1
CD99_CD99
CD99_RTN4
CD40_CALR
CD44_RTN4
CD44_SPP1
CD44_ARF1
CD44_GSTP1
CD44_CALR
CD44_HMGB2
ITGA4_VCAM1
ITGA4_MIF
ITGA4_HMGB1
ITGA4_COPA
ITGA4_RPS19
ITGA4_SPP1
ITGA4_ARF1
ITGA4_GSTP1
SELL_COL18A1
FCGR2B_LGALS3
ITGB1_VCAM1
ITGB1_SPP1
ITGB1_LGALS3
ITGB1_COL18A1
ITGB1_COL4A1
ITGB1_HSP90B1
RACK1_PTPRF
PTPRC_HLA.DRA
PTK2B_VEGFA
LILRB1_HLA.G
ANXA6_NAMPT
CD27_CD70
DAB2_HMGB2
DAB2_ITGB1
ITPR1_HMGB2
RACK1_AIMP1
RACK1_ITGB1
PTK2B_VEGFA
PTK2B_ITGB1
IGF2R_FN1
IGF2R_ITGB1
CD47_THBS1
CD47_ITGB1
CD151_ITGB1
CD46_ITGB1
S1PR4_CCL5
S1PR4_CXCL16
CXCR4_APP
CXCR4_ANXA1
CXCR4_CCL5
CXCR4_CXCL16
CXCR4_C3
CXCR4_HEBP1
CXCR4_ITGA4
CXCR4_PTPRC
CCR7_APP
CCR7_ANXA1
CCR7_CCL5
CCR7_CXCL16
CCR7_C3
CCR7_HEBP1
CXCR3_APP
CXCR3_ANXA1
CXCR3_CCL5
CXCR3_CXCL16
CXCR3_C3
CXCR3_HEBP1
AGTRAP_HMGB1
LY96_HMGB1
TNFRSF13B_TNFSF13B
TNFRSF13C_TNFSF13B
ITGB7_FN1
ITGB7_ITGA4
RPSA_CALM1
RPSA_RPS19
RPSA_FN1
RPSA_ITGA4
CD40_LTB
CD40_CALR
TRAF2_LTB
TRAF2_TNFSF13B
TRAF2_CALM1
TRAF2_TNFSF10
TRAF2_GSTP1
ITGB1_LTB
ITGB1_TNFSF13B
ITGB1_ADAM17
ITGB1_HSP90B1
ITGB1_LGALS3
