interaction_name
CD48_CD2
IL16_CD4
SEMA7A_PLXNC1
CD48_CD244
IL20_IL22RA1+IL20RB
TNF_TNFRSF1A
LTB+LTA_LTBR
SEMA7A_ITGA1+ITGB1
CCL18_CCR8
WNT2B_FZD4
MIF_CD74
TNF_TNFRSF1B
CCL18_CCR3
HLA-A_KIR3DL2
HLA-C_LILRB1
IL16_CD9
COL9A3_ITGA1+ITGB1
HLA-C_KIR2DL1
CCL18_PITPNM3
HLA-B_KIR3DL1
HLA-A_LILRB1
HLA-C_KIR2DL3
MIF_CXCR4
CD70_CD27
HLA-DRA_LAG3
ANG_PLXNB2
HLA-B_LILRB1
BTLA_VTCN1
COL9A3_ITGA2+ITGB1
MIF_CXCR2
EFNA4_EPHA4
HLA-E_KLRD1+KLRC1
EFNA4_EPHA2
HLA-DRB1_LAG3
EFNA4_EPHA1
HLA-DQA1_LAG3
HLA-DPB1_LAG3
TXLNA_STX1A
CD47_SIRPA
CD47_SIRPG
LTA_TNFRSF1A
PDGFA_PDGFRA
ANG_EGFR
COL19A1_ITGA1+ITGB1
HLA-DQB1_LAG3
HLA-F_LILRB1
IL15_IL15RA+IL2RB+IL2RG
BTLA_TNFRSF14
HLA-DRB5_LAG3
HMGB1_HAVCR2
LTA_TNFRSF1B
EFNA4_EPHA3
EFNA4_EPHA7
COL19A1_ITGA2+ITGB1
COL9A3_ITGA11+ITGB1
VEGFB_NRP1
CD72_CD5
COL4A3_ITGA1+ITGB1
VEGFB_FLT1+KDR
LY9_LY9
VEGFB_FLT1
HLA-DPA1_LAG3
COL9A3_ITGA10+ITGB1
TXLNA_STX3
COL4A3_DDR1
SERTAD1_AR
BSG_KDR
LTA_TNFRSF14
HLA-DRB6_LAG3
ICOSLG_CD28
COL9A2_ITGA1+ITGB1
COL4A3_ITGA2+ITGB1
CD84_CD84
SEMA4B_DCBLD2
TXLNA_STX4
COL9A2_ITGA2+ITGB1
HLA-DQA2_LAG3
COL19A1_ITGA11+ITGB1
CD86_CD28
ICOSLG_ICOS
ICOSLG_CTLA4
COL19A1_ITGA10+ITGB1
COL4A3_ITGA11+ITGB1
HLA-DPB2_LAG3
ITGAL+ITGB2_ICAM3
ITGAL+ITGB2_ICAM2
CD86_CTLA4
ITGAL+ITGB2_ICAM1
MICA_KLRK1
IL20_IL20RA+IL20RB
TNFSF10_TNFRSF10D
COL4A3_ITGA10+ITGB1
COL9A2_ITGA11+ITGB1
COL9A2_ITGA10+ITGB1
OSM_OSMR+IL6ST
GAS6_AXL
TNFSF10_TNFRSF10C
TNFSF10_TNFRSF10B
TNFSF10_TNFRSF10A
IGHG1+IGLC1_FCGR2B
GAS6_MERTK
C3_ITGAM+ITGB2
C3_C3AR1
IGHG1+IGLC1_FCGR3B
C3_CR1
MST1_MST1R
C3_ITGAX+ITGB2
LGALS9_HAVCR2
CD160_TNFRSF14
TNFSF12_TNFRSF12A
PGF_NRP1
PGF_FLT1+KDR
PGF_FLT1
PGF_NRP2
LGALS3_LAG3
VCAM1_ITGAM+ITGB2
VCAM1_ITGA4+ITGB7
VCAM1_ITGAD+ITGB2
VCAM1_ITGA4+ITGB1
CXCL16_CXCR6
LGALS1_CD69
XCL1_XCR1
TNFSF10_TNFRSF11B
PLTP_ABCA1
APOE_SCARB1
APOE_LDLR
LGALS1_LGALS1
VCAM1_ITGA9+ITGB1
APOE_LSR
TNFSF13B_TNFRSF17
CD40LG_ITGAM+ITGB2
IL18_IL18R1+IL18RAP
JAML_CXADR
CD40LG_ITGA2B+ITGB3
THBS1_SDC4
CCL3_CCR1
CCL5_CCR1
AREG_EGFR
CCL4_CCR5
CCL3_CCR5
ANGPT2_TEK
CCL5_CCR5
C3_CR2
CCL4_ACKR2
CCL5_CCR3
CCL3_ACKR2
CCL5_ACKR2
CCL5_ACKR1
CCL5_SDC1
CD40LG_CD40
CCL5_SDC4
CCN1_SDC4
TNFSF13B_TNFRSF13B
CD40LG_ITGA5+ITGB1
TNFSF13B_TNFRSF13C
VEGFA_NRP1
VEGFA_FLT1+KDR
VEGFA_KDR
VEGFA_FLT1
VEGFA_NRP2
SPP1_CD44
SPP1_ITGA4+ITGB1
SPP1_ITGAV+ITGB5
SPP1_ITGAV+ITGB3
SPP1_ITGA9+ITGB1
SPP1_ITGA8+ITGB1
SPP1_ITGA5+ITGB1
SPP1_ITGAV+ITGB1
CCL23_CCR1
HLA-E_KLRD1+KLRC1
HLA-B_KIR3DL1
SLAMF6_SLAMF6
HLA-A_KIR3DL2
IFNG_IFNGR1+IFNGR2
LEP_LEPR
HLA-F_LILRB1
HLA-C_KIR2DL1
CCL5_CCR1
HLA-C_LILRB1
HLA-B_LILRB1
HLA-A_LILRB1
HLA-C_KIR2DL3
CCL23_ACKR2
CCL23_FPR2
CCL4L1_ACKR2
CCL5_CCR3
GDF11_ACVR1B+ACVR2B
MIF_CD74
CCL5_CCR5
CD48_CD2
CCL5_ACKR2
CCL5_ACKR1
CCL5_SDC1
CCL4_CCR5
ITGAL+ITGB2_ICAM3
CCL4_ACKR2
IL16_CD4
SEMA4D_PLXNB2
VEGFD_FLT4
VEGFD_KDR
CCL5_SDC4
CD84_CD84
ITGAL+ITGB2_ICAM2
TNFSF4_TNFRSF4
ITGAL+ITGB2_ICAM1
CD70_CD27
MIF_CXCR4
GDF11_ACVR1B+ACVR2A
CXCL13_CXCR3
IL10_IL10RA+IL10RB
CD48_CD244
MIF_CXCR2
JAML_CXADR
HMGB1_HAVCR2
NRG4_ERBB4
CD47_SIRPA
TNF_TNFRSF1A
SEMA4D_PLXNB1
CD47_SIRPG
L1CAM_ERBB4
NRG2_ERBB4+ERBB2
NRG2_ERBB4
L1CAM_ERBB3
NRG2_ERBB3
LY9_LY9
SEMA4D_PLXNB1+MET
GDF11_TGFBR1+ACVR2A
SEMA4D_PLXNB1+ERBB2
CD58_CD2
IL16_CD9
FGF22_FGFR2
CCL15_CCR1
SEMA4D_CD72
TNF_TNFRSF1B
VCAM1_ITGAM+ITGB2
CXCL13_ACKR4
CCL3L1_CCR1
CXCL13_CXCR5
VCAM1_ITGAD+ITGB2
BSG_KDR
TNFSF14_LTBR
VCAM1_ITGA4+ITGB7
ITGAD+ITGB2_ICAM3
NRTN_GFRA2+RET
CCL3_CCR1
CCL15_CCR3
VCAM1_ITGA4+ITGB1
TNFSF8_TNFRSF8
TNFSF9_TNFRSF9
TXLNA_STX1A
MICA_KLRK1
GDF11_TGFBR1+ACVR2B
COL5A3_ITGA1+ITGB1
EFNB1_EPHA4
CCL3L1_CCR3
FASLG_FAS
TNFSF10_TNFRSF10D
COL5A3_DDR1
CCL3L1_CCR5
EFNB1_EPHB6
SEMA4A_PLXNB2
CCL3L1_ACKR2
LGALS1_CD69
CCL3_CCR5
COL5A3_ITGA2+ITGB1
TNFSF10_TNFRSF10A
GDF9_TGFBR1+BMPR2
CCL3_ACKR2
EFNA4_EPHA4
FLT3LG_FLT3
TNFSF10_TNFRSF11B
EFNA4_EPHA2
SPP1_CD44
TNFSF10_TNFRSF10C
SEMA4A_NRP1
EFNA4_EPHA1
IL27+IL12A_IL27RA+IL12RB2
TNFSF10_TNFRSF10B
XCL2_XCR1
EFNB1_EPHB1
SPP1_ITGA4+ITGB1
VCAM1_ITGA9+ITGB1
EFNB1_EPHB3
EFNB1_EPHB2
EFNB1_EPHB4
TXLNA_STX3
NECTIN1_CD96
EFNB1_ERBB2
SEMA4A_PLXNB1
LGALS1_LGALS1
HLA-DRB1_LAG3
SERTAD1_AR
LTB+LTA_LTBR
SEMA4A_PLXND1
TSLP_IL7R+CRLF2
COL1A2_ITGA1+ITGB1
HLA-DRB5_LAG3
NECTIN3_TIGIT
COL1A2_DDR2
CCL28_CCR3
IL15_IL15RA+IL2RB+IL2RG
HLA-DQA1_LAG3
TNFSF14_TNFRSF14
EFNA4_EPHA7
COL1A2_DDR1
MICB_KLRK1
VEGFB_NRP1
CCL28_CCR10
SPP1_ITGAV+ITGB5
TXLNA_STX4
SAA1_CD36
CXCL10_CXCR3
MADCAM1_ITGA4+ITGB7
ICAM1_SPN
IL12A+EBI3_IL12RB2+IL6ST
COL1A2_ITGA2+ITGB1
COL5A3_ITGA11+ITGB1
LGALS3_LAG3
CXCL8_SDC2
HLA-DPB1_LAG3
CD80_CD28
VEGFB_FLT1+KDR
SEMA4C_PLXNB2
VEGFB_FLT1
EFNA5_EPHA4
HLA-DQB1_LAG3
SEMA4B_DCBLD2
SPP1_ITGAV+ITGB3
BMP8B_BMPR1A+ACVR2B
COL5A3_ITGA10+ITGB1
SAA1_FPR2
COL9A2_ITGA1+ITGB1
EFNA5_EPHA2
SPP1_ITGA9+ITGB1
FGF9_FGFR3
HLA-DQA2_LAG3
CXCL8_CXCR1
EFNA5_EPHA1
CXCL8_CXCR2
TNFSF15_TNFRSF25
XCL1_XCR1
